,method,comp,suff
204,ig,0.9817512426525354,0.01278311014175415
205,ig,0.04569554328918457,-0.0004988908767700195
206,ig,0.0012326836585998535,0.0010330677032470703
207,ig,0.11217588186264038,0.27882081270217896
208,ig,0.00019413232803344727,-7.62939453125e-06
209,ig,0.9336758255958557,0.2530074715614319
210,ig,0.023691296577453613,-3.135204315185547e-05
211,ig,2.7894973754882812e-05,0.00021392107009887695
212,ig,0.0004811882972717285,-5.227327346801758e-05
213,ig,0.020991206169128418,-0.00020390748977661133
214,ig,0.9828594550490379,-0.0002727508544921875
215,ig,0.9888777937740088,-0.00953972339630127
216,ig,0.988904170691967,0.7819142192602158
217,ig,0.0004190206527709961,0.005951583385467529
218,ig,0.9384841285645962,-0.00011920928955078125
219,ig,0.036452651023864746,0.0009638667106628418
220,ig,0.00035053491592407227,5.5670738220214844e-05
221,ig,0.0003591179847717285,0.002680063247680664
222,ig,0.026783883571624756,-0.0003425478935241699
223,ig,0.00035202503204345703,0.0010183453559875488
224,ig,0.005392968654632568,0.0001690387725830078
225,ig,0.002191305160522461,0.08939749002456665
226,ig,1.0848045349121094e-05,0.0005022883415222168
227,ig,0.9969677159097046,-0.0012055039405822754
228,ig,0.00938338041305542,0.0014671087265014648
229,ig,0.005889797583222389,-0.9639590112492442
230,ig,0.6767289638519287,-0.0012897849082946777
231,ig,0.040339529514312744,0.0007128715515136719
232,ig,0.32144999504089355,0.008812129497528076
233,ig,0.8910681009292603,-0.0016219019889831543
234,ig,4.2438507080078125e-05,0.0010554790496826172
235,ig,0.9547146670520306,-0.00037914514541625977
236,ig,0.8617474585771561,-9.304285049438477e-05
237,ig,0.5410138070583344,0.004927158355712891
238,ig,0.003908693790435791,-8.803606033325195e-05
239,ig,0.8521726280450821,0.0007905960083007812
240,ig,0.20564407110214233,-0.00024694204330444336
241,ig,0.005340576171875,0.0048989057540893555
242,ig,0.028578519821166992,-0.00015735626220703125
243,ig,0.9979332248913124,0.06137818098068237
244,ig,0.995091418735683,-0.0035772323608398438
245,ig,0.8511966615915298,0.01206904649734497
246,ig,0.9984509182395414,0.0014154314994812012
247,ig,0.0008848905563354492,0.0008576512336730957
248,ig,5.245208740234375e-06,0.025651633739471436
249,ig,0.0030313730239868164,0.0033849477767944336
250,ig,0.05194401741027832,0.00041288137435913086
251,ig,0.4035760760307312,-0.0004736781120300293
252,ig,0.8576289564371109,-0.00026166439056396484
253,ig,0.0236014723777771,-0.00029212236404418945
254,ig,0.3125953320413828,-0.6821341812610626
255,ig,0.03082829713821411,0.010042428970336914
